,name,out1,pre1,out2,pre2,out3,pre3,out4,pre4,out5,pre5,out6,pre6,out7,pre7,out8,pre8,out9,pre9,out10,pre10,out11,pre11,out12,pre12,out13,pre13,out14,pre14,out15,pre15
17,['20402N2'],5.425313,7.299759,2.3629675,2.7315357,1.5199072,1.8096031,4.2995334,4.2475805,2.4351392,1.9508686,1.5923833,1.3988209,3.6252577,3.5236363,2.3055024,1.8642807,1.5857266,1.3380712,2.8233507,2.9080696,3.8717997,2.5056787,3.0157027,1.8611045,1.1410354,1.4572239,3.2648876,2.070858,3.242535,1.8004858
18,['17160N3'],15.201578,12.579918,5.629844,4.7672296,4.187305,3.2657542,13.243521,10.442217,5.366006,4.416495,3.8770602,3.192744,11.624297,9.147298,5.114758,4.3011274,3.6564631,3.0606523,15.674058,9.142476,9.147988,6.8259344,6.322083,5.0575447,8.136608,5.1296773,10.46281,6.4441137,8.030823,5.5142684
19,['14071N2'],5.2911515,4.1653404,1.802472,1.4349155,1.2600045,0.97321874,4.4310675,2.696469,1.8088156,1.6614419,1.3015146,1.0432842,3.8718271,2.037418,1.7018553,1.525501,1.3182065,1.0227236,4.073449,0.90572274,3.5226393,1.8155476,2.6143687,1.5826259,1.9102658,0.10474801,3.603123,0.8565757,3.156458,1.0330753
20,['16090N2'],5.455233,5.0661373,1.7971245,1.8220158,1.2503465,1.2101471,4.093799,3.561802,2.015938,1.9192792,1.4356384,1.2620353,3.024888,2.8709352,2.0748827,1.7648557,1.558675,1.3560394,1.8050356,1.712283,3.7314358,2.618796,3.3804002,2.145519,0.55080795,0.5339447,1.9811279,1.5498683,2.5043504,1.602909
21,['19560N2'],4.8224425,4.0419216,1.697645,1.2408426,1.1714351,0.8050511,3.9452105,2.8724926,1.7603866,1.5370347,1.2617109,1.1081051,3.374822,2.2839847,1.5955263,1.325041,1.2134205,1.0593135,3.890875,2.204275,3.0743415,2.126669,2.3102522,1.6971085,1.8525747,0.89191055,3.1244001,1.5085168,2.773605,1.3536367
22,['17153N2'],4.3866262,3.0558398,1.4979665,1.0713238,1.0552026,0.6107557,3.650785,1.6764145,1.5219529,0.87643504,1.110136,0.64864326,3.1599672,1.3164825,1.4494982,0.88053393,1.0882741,0.6530491,3.546198,0.8246952,3.0897489,1.0582204,2.3629112,0.83723044,1.6644086,0.3059696,2.99885,0.62362957,2.7682672,0.6037588
23,['16131N3'],15.289208,16.348375,5.6377597,5.7737846,4.1639214,4.4184523,14.051452,13.795109,5.475394,5.3905516,4.0054903,3.5905027,12.886395,12.373949,5.3151026,5.1148624,3.847009,3.506123,18.015966,16.203112,7.910386,9.079642,5.4596977,6.125428,14.559761,10.541904,9.779266,10.0364895,6.7818847,8.095973
24,['19280N2'],4.415506,3.632029,1.5235233,1.2881193,1.0406967,0.7344382,3.4282496,1.8057635,1.5883636,1.0353637,1.1365106,0.7437515,2.7549791,1.4072337,1.493115,0.96006936,1.1528208,0.72727084,2.7338731,0.58661497,2.9326713,1.2038631,2.3597612,0.96545017,1.0671879,0.10498464,2.4385276,0.4024862,2.472583,0.508921
25,['13161N2'],6.9154363,5.8251696,2.8299098,2.2347019,1.9165703,1.4981867,6.1001062,4.3882055,2.6462147,1.8361669,1.7624172,1.5707397,5.522274,3.6244502,2.4705944,2.0918937,1.6425574,1.4911709,6.076551,3.0164027,4.5278907,3.5174193,3.0789773,2.8170705,3.1424358,1.5739155,5.3308873,2.7993507,4.066061,2.6286752
26,['19282N2'],4.3476257,4.3957186,1.4628215,1.576261,1.0239688,1.1749554,3.588531,2.0477877,1.6324835,1.0876453,1.1523615,0.74151695,3.0732157,1.5969224,1.5804124,1.0178244,1.2275455,0.66142917,2.878759,1.4805398,3.121015,1.4974582,2.4880972,1.2277784,1.2982293,0.6475055,2.6965663,1.3550824,2.6937172,1.1664302
27,['20540N2'],1.1103092,2.0795205,0.55257994,0.81753325,0.3377198,0.31263232,0.5189285,0.88596773,0.42658076,0.7519883,0.32695356,0.4098897,0.27429217,0.69325864,0.35712466,0.66292536,0.3019809,0.48245788,0.0,-0.5433302,0.0,0.5653435,0.0,0.53439903,0.0,-0.54818845,0.0,-0.40228915,0.0,0.017803073
28,['13142N2'],2.5711946,1.5790952,0.83321095,0.479329,0.5465046,-0.17351007,0.0,-1.3501406,0.0,-0.49246144,0.0,-0.36641073,0.0,-0.67161775,0.0,-0.8316293,0.0,-0.64233613,0.0,-0.4434309,0.0,-0.74378777,0.0,-0.7903271,0.0,0.15235567,0.0,-0.35458302,0.0,-0.5410874
29,['15030N2'],4.189535,5.289314,1.342765,1.9962049,0.92330956,1.0033805,2.8078432,2.9927864,1.5742514,1.3790836,1.1563499,1.1063118,2.0569146,2.6154912,1.3227977,1.244541,1.1740512,1.0956233,0.7338367,1.5656966,2.250335,1.8698972,2.5258427,1.4007638,0.0,0.7495657,0.0,0.9400524,0.0,0.9487097
30,['21690N2'],5.075123,3.4493763,1.734873,1.260654,1.2378813,0.76653373,4.1301165,2.0102384,1.8181607,0.97273946,1.3470291,0.76692533,3.4786255,1.6993283,1.6915976,1.0153939,1.3367158,0.8416544,0.0,0.93389934,0.0,1.5477701,0.0,1.218557,0.0,0.38962674,0.0,0.9600577,0.0,0.89270246
31,['15185N2'],4.610397,5.156214,1.5273497,1.9149178,1.0782006,1.3463523,4.1080585,4.2097535,1.6645916,1.6410537,1.1575167,1.3271179,3.7256978,3.7227654,1.646468,1.7336717,1.2311896,1.446776,4.2781887,4.0048304,3.160787,3.4529252,2.302055,2.6902196,2.4875607,2.3157308,3.5170226,3.2189538,3.1316023,2.8396084
32,['19251N3'],2.5306094,3.7102757,1.1163231,1.2649223,0.6709792,0.7154355,2.0071173,1.6487141,1.1190641,1.1451831,0.71642625,0.68074393,1.5209577,1.2854917,1.1211673,1.0355419,0.73295325,0.76729083,0.0,-0.4769485,0.0,0.63967454,0.0,0.58164895,0.0,-0.6835599,0.0,-0.24130082,0.0,0.08294141
33,['22030N2'],1.0010896,1.9923683,0.41813356,0.8110477,0.25867978,0.4474815,0.0,-0.34219575,0.0,0.111935854,0.0,-0.20747042,0.0,-0.3416586,0.0,0.05797386,0.0,0.024661064,0.0,-1.1424923,0.0,-0.41195345,0.0,-0.3759644,0.0,-0.6771536,0.0,-0.6746414,0.0,-0.36831236
34,['19080N2'],3.6631145,3.4104156,1.2560886,1.5658615,0.85046434,0.8258982,0.0,0.20039964,0.0,0.09874606,0.0,0.18939209,0.0,0.32524574,0.0,0.08205545,0.0,0.24511302,0.0,-0.4065926,0.0,0.120622516,0.0,0.011415124,0.0,-0.44061804,0.0,0.09295237,0.0,-0.10669303
35,['16082N2'],5.1479416,6.360692,1.6375542,2.420354,1.1549447,1.4905417,3.7496915,4.216568,1.8502158,1.9676886,1.3405166,1.4138311,2.7646286,3.4856706,1.8063371,1.876053,1.4425185,1.5756882,1.644924,2.3191798,3.365935,2.7288773,3.1081166,2.148185,0.39312238,0.9905481,1.7036852,1.7647102,2.1567922,1.7602148
36,['16300N2'],6.4768095,6.493225,2.2140532,2.302528,1.6033286,1.5982689,4.8213134,4.399107,2.3414774,1.9108114,1.7132801,1.2920111,3.83211,3.8081012,2.196424,1.9170146,1.7164822,1.5860255,3.7796032,2.538947,4.5166907,2.5481467,3.8700647,2.0830212,1.3485211,1.2864017,3.159842,1.8967849,3.2925904,1.7711076
37,['16310N2'],5.607027,7.6268215,2.6066554,2.8220744,1.6282254,1.8556938,4.3671536,6.005329,2.4415789,2.6762238,1.5558233,2.048091,3.5306332,5.2138233,2.3135095,2.811624,1.4894446,2.0938668,1.8355311,3.4593549,4.036141,3.9471335,3.178302,3.0976157,0.87859315,1.595309,2.673126,2.8394063,3.0859206,2.7186785
38,['16055N2'],4.6111183,5.0141287,1.5976329,1.7636179,1.1144677,1.2649527,4.24851,2.549009,1.660329,1.1344624,1.1636944,0.81944513,3.8717897,2.3738704,1.7209985,0.98721987,1.2025471,0.84233475,4.4626,2.544118,2.721864,1.8110404,1.9230076,1.3567502,3.2540793,1.7177014,3.2411041,1.7307868,2.6027644,1.3284736
39,['20080N2'],4.3983507,3.2726893,1.4972624,1.2909701,1.0134215,0.81883335,0.0,1.4603674,0.0,0.77266026,0.0,0.58908784,0.0,1.2856922,0.0,0.7901901,0.0,0.67249143,0.0,0.6151558,0.0,1.2314453,0.0,1.0119292,0.0,0.3976593,0.0,0.75776184,0.0,0.69073176
40,['17230N2'],2.5272968,2.891741,0.8058122,1.0553262,0.51212925,0.5533531,1.5114172,1.9572889,0.83554596,1.2687073,0.55154115,0.8259636,0.6172915,1.4048946,0.8456611,1.2299201,0.6986654,0.849969,0.0,-0.17835498,0.0,1.1096762,0.0,1.0018058,0.0,-0.45352626,0.0,-0.1099534,0.0,0.33387625
41,['12023N2'],4.133181,4.166339,1.3723974,1.5124111,0.95409954,1.0487847,3.6059525,2.17736,1.5055871,0.9523305,1.0468628,0.6922567,3.1888351,1.9311196,1.5964973,1.0480356,1.1331278,0.89133394,3.762534,1.532573,2.8187358,1.608871,2.0749536,1.2906044,2.2843373,1.0867331,3.0588927,1.2782192,2.7880092,1.1383688
42,['21201N2'],4.2377243,4.009982,1.5671389,1.4579222,1.0402403,0.9966832,3.201337,3.2404437,1.625835,1.5554736,1.1299402,1.1454642,2.4491594,2.592661,1.5609084,1.6411948,1.1901988,1.159775,1.1686106,1.8388432,2.9615295,2.0648363,2.6754875,1.7353244,0.0,0.96662647,0.0,1.3856533,0.0,1.368433
43,['21330N2'],5.532467,4.414069,1.8304532,1.6693085,1.3265184,1.0914637,4.4078064,2.7443724,2.0334828,1.3916895,1.4514239,0.9755168,3.6894946,2.3142014,1.9194947,1.3362613,1.5375543,1.0826974,0.0,1.475677,0.0,2.1650047,0.0,1.7652911,0.0,0.5951792,0.0,1.5191785,0.0,1.4442515
44,['13012N2'],5.187953,5.295396,1.7512139,1.7814826,1.2686735,1.297302,4.4718885,3.537161,1.897452,1.591939,1.359184,1.1626052,3.9206457,3.0649724,1.8764805,1.5522234,1.425047,1.2749293,5.2936306,2.705377,3.3908718,2.4248405,2.5630388,1.9284655,3.51975,1.6982609,3.6447904,1.9044307,3.1203852,1.6899521
45,['16240C2'],0.27192566,1.0690138,0.16046539,0.48654318,0.08133823,0.25707853,0.0,-0.31522703,0.0,-0.35584283,0.0,-0.30974293,0.0,-0.3575709,0.0,-0.4982798,0.0,-0.2130611,0.0,-0.45941663,0.0,-0.49196625,0.0,-0.2916851,0.0,-0.3339808,0.0,-0.34499598,0.0,-0.09899926
46,['22031N2'],0.9588339,2.1471782,0.39835215,0.85186684,0.2480254,0.53316617,0.0,-0.041050315,0.0,0.17721522,0.0,-0.04797578,0.0,-0.023002625,0.0,0.20792818,0.0,0.12164903,0.0,-0.73469305,0.0,-0.13538623,0.0,-0.15448117,0.0,-0.4539678,0.0,-0.35108256,0.0,-0.061815023
47,['19110N2'],5.9345694,5.0656605,2.0283468,1.8581078,1.4482924,1.1795131,4.9095078,3.754928,2.1705556,1.741617,1.5226204,1.2068853,4.0388813,3.1442964,2.3440118,1.7311957,1.6816679,1.383804,4.4876246,2.3480449,4.372696,2.8027563,3.4001083,2.245489,1.9897006,1.1888125,3.8163438,2.0866203,3.6607585,1.9230955
48,['19522N2'],4.13239,3.0915926,1.3490615,1.1549797,0.9201849,0.60770667,3.5478852,1.6338512,1.4326136,0.8552121,0.973721,0.70233274,3.0988667,1.5298445,1.435659,0.83519316,0.9878489,0.58978677,2.754684,0.873703,2.6868021,1.0252757,2.0326178,0.8418025,1.4018909,0.41597724,2.5264916,0.76759446,2.4107301,0.67680764
49,['21230N2'],6.178453,5.1319914,2.3476381,1.7030904,1.5488341,1.2342772,5.3217735,3.8514266,2.3235135,1.8650655,1.5454464,1.2163441,4.549703,3.169585,2.3923802,1.8246351,1.5833577,1.2377942,3.7035773,2.8240066,3.988219,2.4869542,2.845891,1.9209527,1.8987724,1.2788569,4.069695,2.1570308,3.4948635,1.9127142
50,['16381N2'],6.368231,5.697993,2.1470764,2.0415819,1.5222073,1.3881955,4.6472073,4.0126963,2.224819,2.0756545,1.657053,1.4108677,3.6102886,3.293439,2.0371306,1.9153143,1.6489038,1.5093774,3.1650937,2.1747565,4.213129,2.8833013,3.7273707,2.3814108,0.9623575,0.8035141,2.792757,1.8241396,3.0083253,1.851472
51,['16490N2'],2.0861154,0.34230113,1.1698464,-0.04592061,0.7127457,-0.051327586,0.9426301,0.56624544,0.7132633,0.5346861,0.37718457,-0.44445586,0.3194447,-0.01857984,0.6562102,0.22282052,0.5571507,0.469015,0.0,-0.0002528429,0.0,-0.11453247,0.0,0.017952561,0.0,-0.34160495,0.0,-0.1763444,0.0,0.3525684
52,['21190N2'],6.7607875,4.851896,2.4280617,1.8710736,1.749179,1.1003408,5.1399074,3.80746,2.5040803,1.6462464,1.7918879,1.2499483,3.9786468,3.1562836,2.4150183,1.7579205,1.8033869,1.4762316,5.0501437,1.8382404,4.7584286,2.7131462,4.0025053,2.2739432,1.8536298,0.9313603,3.6667979,1.6736747,3.565068,1.7500801
53,['22020N2'],5.140146,4.3673306,1.9359863,1.4728291,1.2383516,1.0977966,0.0,1.5059363,0.0,0.8909825,0.0,0.5563724,0.0,1.0235898,0.0,0.8050494,0.0,0.46693885,0.0,0.568838,0.0,0.652333,0.0,0.55751896,0.0,0.33709466,0.0,0.3545425,0.0,0.29051113
54,['21080N2'],5.2471795,3.991484,1.7974602,1.4144675,1.2721549,0.96204776,4.3476634,2.3170784,1.9687704,1.1202068,1.3852448,0.8597199,3.7778602,1.949585,1.80143,1.1353827,1.3909172,0.94149244,4.2067013,1.470387,3.6994445,1.7057898,2.8291662,1.3458458,1.7673991,0.836874,3.5205982,1.2450542,3.3366225,1.0953852
55,['16080N2'],4.7905245,6.2563906,1.5370953,2.3701973,1.0565474,1.455866,3.2523336,4.24372,1.668911,1.9945542,1.2874289,1.4334387,2.413252,3.5187745,1.4162953,1.9101712,1.1537701,1.6023363,1.2739311,2.2548897,3.0691543,2.7342477,2.9979637,2.1604252,0.42282468,0.9265128,1.3443863,1.708523,1.8501624,1.7272801
56,['20166N2'],4.699926,7.067891,1.5906224,2.7573652,1.131862,1.779405,4.0198483,5.1896915,1.657255,2.1430137,1.2192146,1.5811503,3.354667,4.2937093,1.6530646,2.0942554,1.2604315,1.4553179,4.3364997,4.724965,3.1615496,3.7384825,2.3728971,2.8049908,2.1452818,2.5104296,3.314754,3.6632187,2.938274,3.1333818
57,['08020N2'],1.5068921,2.1129384,0.65587777,0.7540561,0.41115275,0.453539,0.0,0.53721845,0.0,0.56478035,0.0,0.20042443,0.0,0.31678498,0.0,0.5603895,0.0,0.49571598,0.0,-1.1842346,0.0,0.0065225363,0.0,0.0995785,0.0,-0.742661,0.0,-0.7285874,0.0,-0.38451314
58,['12062N2'],3.2634916,4.904506,1.0091307,1.8753964,0.6797985,1.2578578,2.8428051,3.1556153,1.1557418,1.3018441,0.76262623,0.99916023,2.5126693,2.7629495,1.216505,1.2567216,0.842862,1.2198577,1.8622239,2.8030925,2.336266,2.4754667,1.6993403,1.919363,0.84026444,1.6195412,2.2217646,2.2587996,2.2427344,1.9378862
59,['14072N2'],9.299502,7.045128,3.720216,2.6046076,2.3556798,1.9111083,7.9537916,5.0248127,3.2346983,2.5053692,2.220843,1.7153114,6.905939,4.1914687,3.034293,2.2423692,2.1136987,1.5828705,7.5224643,4.615367,5.5197196,3.6754982,3.811422,2.9813044,3.6134357,2.489165,6.15525,3.3990955,4.881669,2.9975517
60,['13090N2'],4.546203,3.7437153,1.5912349,1.3902252,1.0983517,0.95164037,0.0,0.90001667,0.0,0.2599672,0.0,0.26960206,0.0,1.0405173,0.0,0.3887068,0.0,0.19985211,0.0,0.9332108,0.0,0.48481727,0.0,0.20322978,0.0,0.85819805,0.0,0.6054938,0.0,0.4141271
61,['20490N2'],3.699427,4.4458976,1.2303154,1.6174215,0.853313,0.9087304,2.7802942,2.9238667,1.2222036,1.4520075,0.892443,1.1466824,2.269996,2.4373078,1.3006449,1.5367881,0.94078374,1.1216409,1.8117291,0.9842993,2.7129228,1.629179,2.2713273,1.272345,0.68250686,0.07377279,1.8293111,0.5557413,2.0842934,0.7715763
62,['19403N3'],3.3833313,6.0969677,1.5042622,2.1136448,0.9388184,1.5022868,1.7254097,3.4271588,1.5478717,1.8047569,1.0289876,1.2680156,0.86853445,2.662473,1.2970307,1.8222538,1.0254321,1.2634044,0.0,0.50989366,0.0,1.6115184,0.0,1.3232262,0.0,-0.3650868,0.0,0.5101446,0.0,0.70088303
63,['19241N3'],0.9319953,1.838349,0.597082,0.57441556,0.36647666,0.43941247,0.4260672,0.40820992,0.63391954,0.6007842,0.47353563,0.20462465,0.29180703,0.29714715,0.45944625,0.42766356,0.40424356,0.24010837,0.0,-0.88462687,0.0,-0.4106753,0.0,-0.21076989,0.0,-0.62124825,0.0,-0.88102937,0.0,-0.5930257
64,['19404N3'],2.0432858,3.5123076,0.902264,1.1700544,0.5529181,0.7882266,1.0951397,1.877841,0.8831936,1.0718453,0.60091025,0.8018209,0.5570096,1.3732342,0.7092863,1.1229115,0.58243775,0.7762644,0.0,0.19076073,0.0,0.9450768,0.0,0.86948085,0.0,-0.23929167,0.0,0.060497165,0.0,0.33458185
65,['15253N2'],4.8938293,4.787018,1.610215,1.7946316,1.1158868,1.1053612,3.4362288,3.5391767,1.8728532,1.6601255,1.3264854,1.1830144,2.7654765,2.8713024,1.5035802,1.7258848,1.2392023,1.4203691,1.461084,1.4544345,3.2523253,2.5168009,3.057028,2.1923764,0.46498087,0.5822779,1.7192909,1.4612149,2.1219466,1.5371498
66,['21395N2'],6.6131425,4.9240217,2.3169584,1.8945024,1.7219281,1.1566484,0.0,1.2512555,0.0,0.50647044,0.0,0.47593057,0.0,0.89579785,0.0,0.5443584,0.0,0.36698794,0.0,0.19474244,0.0,0.3789922,0.0,0.16806817,0.0,-0.05689454,0.0,0.24848795,0.0,0.15165067
67,['15091N2'],7.1202416,7.91901,2.9646204,2.9296587,2.0000916,2.026825,6.2637405,6.3276854,2.74013,2.6545749,1.8041589,2.0234714,5.575098,5.3905835,2.5121417,2.7275536,1.6667103,2.0112245,5.8635907,5.2433233,4.6124234,4.5986075,3.1417859,3.4165926,2.9400964,2.9683976,5.324984,4.0180206,4.131667,3.5863042
68,['15242N2'],3.083176,2.6259303,0.935706,0.6939528,0.63896227,0.5893419,0.0,1.5842216,0.0,0.8982048,0.0,0.65689623,0.0,1.2686181,0.0,0.9863928,0.0,0.6462624,0.0,0.66801894,0.0,0.87609947,0.0,0.6390588,0.0,0.12793374,0.0,0.2996633,0.0,0.4397825
69,['18070N2'],2.3275843,2.7222216,0.85240114,0.9943822,0.5618415,0.5893425,1.9440305,1.6842167,0.8902319,0.9949986,0.60880893,0.768962,1.7468579,1.411351,0.8237944,0.929814,0.62569106,0.64417124,0.0,0.5915519,0.0,1.1098149,0.0,0.93042827,0.0,0.14142811,0.0,0.5551107,0.0,0.67388535
70,['15031N2'],5.481024,5.455963,1.8503639,1.9537501,1.2970233,1.4043076,4.2635093,3.6692586,1.8969434,1.8012815,1.3738201,1.283097,3.6011655,3.1422033,1.7421881,1.6214403,1.4212297,1.2858286,3.2635868,2.9327617,3.73082,2.8912637,3.0319228,2.322104,1.0802047,1.500358,2.9130628,2.3479543,3.0931213,2.0959446
71,['13071N2'],3.6779985,3.355783,1.2431253,1.330322,0.85467803,0.82607114,0.0,0.7346852,0.0,0.41538286,0.0,0.30770338,0.0,0.43974316,0.0,0.38540125,0.0,0.26999485,0.0,0.15979731,0.0,0.7202381,0.0,0.6025238,0.0,0.06186092,0.0,0.3568505,0.0,0.32339787
72,['21560N3'],2.5686579,10.304599,0.9815304,3.8938498,0.644517,2.516153,1.5199542,7.74706,1.0893221,2.9348166,0.76645166,2.2177737,0.9362753,6.9571543,1.0660524,3.1369476,0.8919298,2.3006442,0.0,6.4008636,0.0,4.7084045,0.0,3.5565317,0.0,3.6633756,0.0,4.398778,0.0,3.857419
73,['18143N3'],19.897358,17.709497,7.9253516,6.749769,6.0349593,4.526493,17.214622,15.472255,7.1671777,6.476569,5.310227,4.355007,15.063566,13.736695,6.679855,5.9248295,4.8553786,4.2691035,21.33379,14.985514,10.869795,10.047633,7.6081395,7.2329674,14.3096485,8.750402,12.2087755,10.159894,9.122807,8.437384
74,['15250N2'],5.3831267,4.564067,1.7952693,1.6137667,1.2517015,0.96743196,4.151447,3.4689493,1.8523133,1.7058065,1.3892741,1.1896468,3.0775797,2.8140996,1.7828985,1.6831176,1.4350743,1.2148587,1.9205234,1.7341455,3.7184074,2.3909643,3.4032388,2.0094087,0.6452578,0.88166535,2.0510287,1.4888004,2.541439,1.4908402
75,['20050N2'],4.9645686,4.3032694,1.6924933,1.587501,1.1927316,0.9532494,3.7934206,2.4235249,1.8060325,1.3450437,1.3381172,1.0500858,2.9455016,1.9187181,1.8113161,1.2865424,1.4133947,0.94246423,4.6286364,0.730031,3.1332006,1.7233127,2.3184392,1.4046861,2.7314205,0.13042998,3.5282772,0.75874436,2.8466508,0.933788
76,['21060N2'],3.4189992,3.1015399,1.0928806,1.0887474,0.77582526,0.7250079,0.0,0.7741221,0.0,0.51715946,0.0,0.34390128,0.0,0.63765836,0.0,0.5647837,0.0,0.3159846,0.0,-0.09074521,0.0,0.1992991,0.0,0.13427794,0.0,-0.14727044,0.0,-0.12994432,0.0,-0.07900286
