Number,structure,111K,231K,296K
44,14020N2,2.227856735,1.534242062,1.144494374
45,14030N2,4.936018418,2.209971114,1.6275651
46,14031N2,4.691403023,2.299279375,1.557660733
47,14040N2,4.510127557,1.95388672,1.564642781
48,14060N2,4.165711413,2.055498447,1.367745112
49,14070N2,3.936001743,1.757443083,1.320277721
50,14071N2,3.871827155,1.701855257,1.318206599
51,14072N2,6.905939112,3.034292861,2.113698738
52,14073N2,6.67651438,3.106488847,2.172691969
53,14080N2,4.318319349,2.339337878,1.646113039
54,14090N2,2.609815328,1.775142624,1.357798523
55,14091N2,2.456258464,1.772811185,1.315498826
56,14100N2,2.470812942,1.858373413,1.408411108
57,15010N2,3.541470045,1.594989023,1.21065683
58,15020N2,7.001678667,3.218951374,2.166605013
59,15021N2,7.225059544,3.011753331,2.076760893
60,15030N2,2.056914643,1.322797691,1.174051148
61,15031N2,3.601165423,1.742188072,1.421229717
449,15040N2,1.235486831,1.001276461,0.802236065
62,15060N2,2.451348341,1.326641543,0.913037625
63,15061N2,3.307809452,1.522609001,1.076500239
64,15070N2,3.894721878,1.8299647,1.434752089
65,15071N2,3.924593137,1.821444149,1.441744238
66,15072N2,6.10616502,2.705123106,1.80059629
67,15080N2,5.103910195,2.452953603,1.595959535
68,15081N2,6.140797413,2.70513091,1.805471906
69,15090N2,6.067165773,2.683958942,1.795740822
70,15091N2,5.575098187,2.512141784,1.666710224
71,15100N2,4.568207126,2.067811158,1.596888615
72,15110N2,4.452597371,1.93978884,1.415399127
73,15111N2,3.245224613,1.619614458,1.127125446
74,15120N2,4.449736849,2.48501861,1.946147584
75,15130N2,4.474404032,1.819082414,1.378771641
76,15131N2,5.200267281,2.30197167,1.611473808
77,15140N2,3.93729173,2.067714111,1.659309243
78,15150N2,5.589387876,2.4912735,1.653214744
79,15161N2,2.30458795,1.190361967,0.89417046
450,15162N2,1.481816111,0.587375795,0.595466642
80,15163N2,2.252305271,1.514818512,1.32966309
451,15170N2,1.271847202,1.126480922,0.848534911
452,15171N2,1.182771452,1.137300577,0.829399781
81,15180N2,3.499736286,1.675141252,1.185420199
82,15181N2,3.903891861,1.716314133,1.254464226
83,15182N2,3.627014862,1.740840582,1.220334942
84,15183N2,3.560500703,1.627370517,1.180252012
85,15184N2,3.907585437,1.725230106,1.262843629
86,15185N2,3.725697716,1.646468072,1.231189598
87,15186N2,5.260724065,2.431491704,1.806255926
88,15201N3,14.61406103,6.365182424,4.66135545
89,15202N3,9.433317925,4.07218661,2.818073404
453,15220N2,0.909668243,0.636645138,0.676648668
90,15240N2,4.176658647,1.877418696,1.279816512
91,15241N2,5.786338774,2.524415904,1.730842458
92,15250N2,3.077579816,1.782898535,1.435074284
93,15251N2,2.64064526,1.515113005,1.261110655
94,15252N2,2.720566277,1.477092105,1.26819434
95,15253N2,2.765476498,1.503580207,1.239202319
96,16011N2,3.893481194,2.091222994,1.582820589
97,16030N2,3.728608816,2.046930709,1.529789139
98,16031N2,3.609667023,2.037643901,1.459163323
99,16032N2,4.524059582,2.244855565,1.617609358
454,16040N2,1.04825776,0.931307387,0.628858405
100,16041N2,1.719610951,1.492481575,1.082760983
101,16050N2,2.994134708,1.102203721,0.794467856
102,16051N2,3.411805335,1.621501756,1.110912655
103,16052N2,4.41012878,1.664124656,1.150489971
104,16053N2,4.340806745,1.683372728,1.176461358
105,16054N2,3.486348691,1.540949481,1.060880797
106,16055N2,3.871789679,1.720998575,1.202547115
107,16056N2,4.333239991,1.634189462,1.177123848
108,16057N2,4.19943668,1.587572753,1.076269114
109,16060N2,1.932406649,2.083199961,1.473094489
110,16061N2,14.12158361,6.284766258,4.561820085
111,16080N2,2.413252195,1.416295306,1.153770084
112,16081N2,1.948302889,1.53167677,1.206223007
113,16082N2,2.764628759,1.806337119,1.442518464
114,16083N2,2.555130768,1.857093504,1.372093969
115,16090N2,3.024888034,2.074882794,1.558675099
116,16100N2,2.053161985,1.423295869,1.206766544
117,16110N3,12.181858,4.970146307,3.536207619
118,16111N3,11.6778239,4.731749614,3.365935241
119,16130N3,14.0908474,5.864296697,4.303374217
120,16131N3,12.88639528,5.315102375,3.8470089
121,16140N2,2.717979878,1.740671497,1.251942878
122,16141N2,3.509505433,1.940510679,1.571191465
123,16142N2,3.658527374,2.167108674,1.73577861
124,16160N2,2.363982936,1.399618287,1.10249564
125,16170N2,2.553967529,1.596152258,1.247641381
126,16171N2,2.62575018,1.326471343,1.031440234
127,16172N2,3.252818045,1.965979014,1.519305977
128,16173N2,4.131261055,2.080061245,1.618688297
129,16174N2,4.118959048,2.0869785,1.591854382
456,16190N2,1.49738432,1.310141569,0.97940501
130,16191N2,1.767327496,1.606197404,1.206929155
131,16220N2,3.042981656,1.772706938,1.410538915
457,16230N2,0.73814865,1.003903445,0.794139162
132,16250N3,12.87383299,5.718555309,4.182551823
133,16251N3,7.604597662,3.672199946,2.527289049
134,16270N2,2.064762119,1.360337085,1.052452582
135,16271N2,2.614947469,1.822112348,1.391645272
136,16272N2,3.395046134,2.202703001,1.636209552
137,16273N2,3.07376553,1.435948123,1.065789249
138,16280C2,5.47198846,2.761325745,2.126461201
139,16300N2,3.832109938,2.196424084,1.716482195
140,16310N2,3.530633117,2.313509573,1.489444611
141,16311N2,3.542556604,2.248892903,1.479080007
142,16312N2,6.154112981,2.777767856,1.853739561
143,16320N2,2.235864403,1.738111481,1.374479057
144,16330N2,2.827429772,2.071937946,1.558083933
145,16331N2,3.531442648,1.987616088,1.6796275
146,16340N2,3.879057559,2.028395821,1.308364655
147,16360N2,2.352137817,1.771957643,1.317951772
148,16361N2,3.798886269,2.281788159,1.750284192
149,16380N2,4.452329873,2.438657577,1.89717916
150,16381N2,3.610288724,2.03713059,1.648903884
151,16390N2,5.547632049,2.563543735,1.694621463
152,16400N2,4.459037901,2.206282787,1.508039257
458,16410C2,1.392313999,0.741671128,0.480664542
459,16411C2,1.410604372,0.794408512,0.511252578
460,16412C2,1.537976503,0.707873887,0.550095036
461,16413C2,1.106337276,0.728882756,0.477427054
153,16440N2,3.762151048,2.036307994,1.536505134
154,16450N2,4.875541444,2.767727439,1.916583949
155,16460N2,3.86348299,1.705965366,1.333918076
462,16470N2,1.340560902,1.448991761,1.284264523
156,16480N2,2.048349923,1.497343242,1.275206917
157,16481N2,1.867115575,1.443171801,1.164850338
463,16490N2,0.319444699,0.656210208,0.557150694
464,16510N2,0.885027914,0.972553563,0.789549857
158,17000N2,5.60566037,2.698503594,1.795398426
159,17010N2,2.225206164,1.580655544,1.310063082
160,17030N2,3.438951901,2.113923871,1.67608792
465,17040N2,1.47986829,1.236496071,0.975818609
161,17050N2,3.46394757,1.721028316,1.329393017
466,17060N2,0.934547814,1.016649191,0.803289846
467,17061N2,0.347173309,0.594439353,0.533942233
162,17070N2,3.661271306,1.665881326,1.347147103
163,17080C2,0.647850296,0.555100828,0.525032325
468,17090N3,0.533016027,0.878884961,0.742521079
469,17091N3,0.362066409,0.611168352,0.398087357
164,17100N2,3.235608726,1.690191534,1.317965109
165,17130N2,3.314101161,1.636035998,1.230865408
166,17131N2,2.524865429,1.383218583,0.957757842
470,17140N2,1.916224571,1.466197737,1.228178896
168,17150N2,3.304413212,1.571349798,1.259218234
169,17151N2,3.174895428,1.548501321,1.176155589
170,17152N2,3.100522981,1.56023526,1.187170343
171,17153N2,3.159967246,1.449498149,1.088274111
172,17154N2,2.558809954,1.167689314,0.882950508
173,17155N2,2.442218724,1.149460062,0.833786425
471,17156N2,0.430581052,0.48702887,0.323017521
174,17160N3,11.62429725,5.114757835,3.656463193
175,17161N3,6.035645934,3.224855004,2.232694811
176,17162N3,12.03980599,5.325902269,3.823738471
177,17163N3,6.361519982,3.292742209,2.304485836
472,17170N2,1.133242014,0.984547378,0.846924522
178,17180N2,2.933471561,1.589245942,1.239764423
179,17190N2,1.740639029,1.397795394,1.125702374
473,17191N2,1.613340517,1.322682063,1.169378984
474,17210N2,1.522361239,1.252370214,1.093930915
180,17220N2,3.390737113,1.717413617,1.22253963
475,17230N2,0.617291535,0.845661102,0.698665368
181,17240N3,3.583135255,1.821366055,1.418287195
476,18011N3,0.528693246,0.613689076,0.51862345
182,18020N3,12.34714491,5.26457003,3.715797469
183,18021N3,2.459749672,2.542083286,1.979950297
184,18022N3,2.798895909,2.085698551,1.420174142
477,18023N3,1.349088772,1.241906889,0.922305313
478,18030N2,0.782240806,1.045212934,0.928838412
479,18031N2,1.566349154,1.345602854,1.041574399
185,18032N2,1.838541698,1.265219271,0.937225014
186,18033N2,2.513961045,1.614099793,1.17774286
480,18040N3,1.421034722,1.06653452,0.680769161
481,18041N3,0.338788486,0.388689227,0.210183712
187,18050N2,3.810959947,1.991543017,1.474887436
482,18070N2,1.746857849,0.823794437,0.625691071
188,18080N2,2.877337145,1.840978059,1.302150988
189,18081N2,3.080998809,1.53668749,1.069798244
190,18082N2,3.58673775,1.7125615,1.186220546
191,18083N2,3.209567062,1.576067255,1.086009877
192,18090N2,4.154823991,1.958781204,1.383785078
193,18091N2,4.118855937,2.69009181,1.749495886
194,18100N2,4.792636835,2.509696546,1.826563619
195,18101N2,3.616935401,2.25780014,1.606168806
483,18110N2,1.712986661,1.292476001,1.070491102
196,18111N2,2.415155322,1.226862673,0.957640867
197,18112N2,2.170863542,1.300536417,1.058572702
198,18120N3,1.995986792,1.769343989,1.246008243
484,18121N3,0.15498062,0.276517695,0.27910395
485,18122N3,0.278352659,0.594922091,0.602756465
486,18130N3,0.980113973,1.155694905,0.930558453
487,18132N3,0.888518896,1.211439418,0.934355419
488,18133N3,1.354346566,1.465591632,1.157191159
199,18134N3,2.465012072,1.686288357,1.210874543
200,18140N2,3.931210837,2.269698509,1.597043064
201,18141N2,3.035451554,2.102498423,1.475583394
202,18142N3,11.77839137,5.500029351,3.879304468
203,18143N3,15.06356609,6.679855028,4.855378516
204,18160N2,2.128197876,1.295729572,1.122739058
205,18161N2,2.126365998,1.398097958,1.036168604
206,19000N3,10.66117007,4.364143476,3.1259302
207,19001N3,5.162323048,2.833544596,1.897578501
208,19002N3,12.47319956,5.632632707,4.021759059
209,19003N3,7.445560342,3.742752253,2.548956324
489,19010N2,1.024454574,1.03115265,0.817914938
210,19040N2,2.230006888,1.089168657,0.863191904
211,19041N2,3.284884525,1.524256267,1.22632084
212,19050N2,4.335349459,2.077532853,1.61002296
213,19051N2,4.827794365,1.990991831,1.491474915
214,19060N2,2.379258311,1.296867176,1.037323722
215,19061N2,2.252161013,1.313090402,0.970169224
216,19070N2,3.305350037,1.788256318,1.283772027
217,19071N2,3.415716448,2.231645025,1.485290099
218,19072N2,3.539463487,2.318437328,1.545470363
219,19090N2,3.59668947,1.73498811,1.394971965
220,19110N2,4.038881104,2.344011827,1.681667907
221,19130N2,1.974889476,1.252245469,1.039037957
222,19180N2,3.439451249,2.061473131,1.61228804
223,19181N2,2.835479629,1.643943268,1.308749776
224,19182N2,5.070300853,2.491559206,1.849915542
225,19190N2,3.198829731,1.628264104,1.098484651
226,19200N2,2.454065412,2.224501069,1.609201884
227,19210N2,4.115235845,2.270595156,1.570025825
228,19211C2,4.218717095,2.081525666,1.52825251
229,19212N2,4.112262119,2.075497816,1.479402705
230,19213C2,4.101768656,2.030140155,1.476767145
231,19214N2,3.85410519,1.896493893,1.371079376
232,19215C2,3.696629709,1.920638169,1.365830623
233,19220N2,4.40935591,2.619387903,2.053060456
234,19230N2,3.056599372,1.787023798,1.331780652
235,19231N2,2.769291668,1.75761697,1.191713696
491,19240N3,0.247698741,0.526679645,0.498989715
492,19241N3,0.291807039,0.459446265,0.404243547
493,19242N3,0.292740157,0.405244817,0.388449913
494,19250N3,1.435758921,1.376262958,0.905268747
495,19251N3,1.520957695,1.121167354,0.732953248
496,19252N3,1.161088304,1.303071638,0.858671212
497,19253N3,1.197388526,0.925811137,0.589840163
498,19260N2,1.101311797,1.176201614,0.908347778
236,19270N2,2.21413414,1.55023554,1.076373901
237,19271N2,1.845864867,1.701205987,1.098327744
238,19280N2,2.754979187,1.493114932,1.152820873
239,19281N2,2.985866462,1.539802532,1.212516859
240,19282N2,3.07321569,1.580412402,1.227545547
241,19283N2,2.722897071,1.5702569,1.203913653
242,19290N2,1.629136973,1.487975077,1.091517029
499,19291N2,1.066992618,1.261124758,0.978112078
243,19292N2,1.784692104,1.523991294,1.124691801
244,19300N2,1.56847048,1.556015056,1.265505066
500,19301N2,0.864064041,0.533639218,0.575977083
245,19310N2,2.278826754,1.610024115,1.300278583
246,19311N2,3.290889132,1.836089381,1.265522096
501,19320C2,1.294251661,0.62478253,0.438866796
247,19330N2,2.7333611,1.535842245,1.211430577
248,19340N2,1.476984133,1.462697911,1.149961448
502,19341N2,1.109158072,0.627488983,0.618905707
503,19350N2,1.252678411,1.044016656,0.78220034
249,19351N2,1.754931309,1.298143998,0.961706802
250,19352N2,1.937750347,1.526490609,1.16746536
504,19353N2,1.887518342,1.476870015,1.129554874
251,19360N2,2.948755212,1.919173359,1.577544443
252,19361N2,4.572549173,2.23399406,1.667698375
253,19362N2,4.950711019,2.267077072,1.731739075
254,19363N2,4.580287583,2.003272557,1.516677656
255,19364N2,4.531717768,2.02825144,1.535302218
256,19365N2,3.948534614,1.831043031,1.36576317
257,19366N2,4.66031655,2.159521082,1.655243025
505,19370N2,1.288885527,1.155421684,0.816168713
258,19380N2,2.204612221,1.43690199,1.177893334
259,19390N2,1.49947646,1.426702046,1.115693053
260,19400N3,2.567153035,2.487795059,2.163743245
261,19401N3,6.174200837,3.585752908,2.440275343
262,19402N3,2.410003629,2.506887308,1.918782899
506,19403N3,0.868534436,1.297030743,1.025432143
507,19404N3,0.557009601,0.709286279,0.582437729
263,19410N2,2.520793653,1.746241943,1.350995019
264,19411N2,3.138512174,1.613938773,1.228677724
265,19412N2,3.41400531,1.506782367,1.153612988
266,19413N2,4.058474098,1.984745241,1.576709673
267,19420N3,9.215256448,4.028307191,2.764177773
268,19421N3,12.13674886,5.329161237,3.815182788
269,19430N2,1.96852991,1.392673195,1.13356702
508,19431N2,1.116560681,1.141917276,0.929058033
270,19450N2,4.15484765,2.243201679,1.697603085
271,19451N2,4.124657864,2.066778451,1.557024411
272,19452N2,4.419286949,2.318087704,1.68677255
273,19453N2,4.785256695,2.358064464,1.75638677
274,19454N2,5.086684043,2.475998309,1.776847289
275,19455N2,7.009917635,3.309990514,2.369845214
276,19456N2,3.723812801,2.041237223,1.552259891
277,19460N2,2.431238792,1.366250003,1.062556798
509,19461N2,1.37607962,1.512444777,1.078592362
278,19462N2,2.814580544,1.714348112,1.238361469
279,19463N2,2.448226682,1.809131883,1.179312166
280,19470N2,2.437666419,1.68244474,1.299731481
281,19471N2,2.182960538,1.990382144,1.384948873
282,19480N2,3.501012577,1.759029842,1.245787175
283,19482N2,2.339362318,1.082982107,0.752848543
510,19490N2,1.327585077,1.221871661,0.926717257
284,19491N2,1.708074353,1.32362038,1.035421924
285,19500N2,4.559832274,2.018008416,1.562889833
286,19510N2,4.938119093,2.628578315,2.014846431
287,19511N2,2.998497767,1.840809171,1.450895213
288,19520N2,3.907259311,1.852506204,1.271091528
289,19521N2,3.747981726,1.727829519,1.199038825
290,19522N2,3.098866805,1.435659103,0.9878489
291,19530N2,3.728131987,2.062350846,1.608114838
292,19531N2,8.171058066,4.064723192,2.896221055
293,19540N2,1.775864334,1.2946967,0.944103586
294,19541N2,2.893158343,1.777219771,1.34591196
295,19550N2,2.927773741,1.372686874,1.071450987
296,19560N2,3.37482183,1.595526319,1.213420482
297,19570N2,2.0462757,1.535386671,1.242633963
298,19571N2,3.166317511,1.533569335,1.153705139
299,19572N2,1.968716571,1.387685543,1.118626087
300,19573N2,2.815346478,1.473869855,1.107860364
301,20000N2,2.91169263,1.954253421,1.467270852
302,20040N2,4.723417669,2.655959476,1.872017204
303,20050N2,2.945501622,1.81131609,1.413394702
304,20051N2,2.873329982,1.725984836,1.383495653
305,20052N2,2.843791643,1.73527899,1.313139201
306,20070N2,1.649586184,1.449350135,1.252813925
307,20090N2,1.728602666,1.322571841,0.95542714
308,20091N2,2.039329092,1.397992629,1.062606507
309,20100C3,4.984704252,2.610941762,1.973727917
310,20110N3,18.52823983,7.963679531,5.989529572
311,20111N3,11.1656947,4.343155577,3.080378466
312,20112N3,7.759523218,3.397050481,2.338707162
511,20120N2,0.625076426,0.903228147,0.705897769
512,20121N3,0.787459028,1.021876376,0.807263545
313,20130N2,2.944239084,1.319621847,1.106774264
513,20140N2,0.861013193,1.12278936,0.935515444
514,20141N2,1.199976998,1.138655967,0.859594932
515,20142N2,1.42108145,1.267097535,0.978257651
314,20150N2,2.586943257,1.305826321,0.996054804
315,20151N2,2.741589317,1.427596485,1.077313122
316,20152N2,2.411436965,1.219861287,0.957431317
317,20153N2,2.696174243,1.350115698,1.066533853
318,20161N2,2.359539115,1.044648176,0.717503671
319,20162N2,2.261242042,0.931998877,0.620473878
320,20163N2,3.491262953,1.729822106,1.299896695
321,20164N2,3.600789652,1.698044311,1.311283028
322,20165N2,3.889071071,2.17503391,1.615243479
323,20166N2,3.354666858,1.653064593,1.260431571
324,20167N2,2.48496008,1.174317017,0.842775354
325,20168N2,2.443233556,0.877683245,0.602611792
326,20169N2,2.33228616,1.313370802,1.012012817
327,2016aN2,3.474385755,1.696429527,1.304705558
328,2016bN2,3.746391841,2.130855423,1.598662107
329,20170N2,2.977525375,1.773526716,1.233360893
330,20171N2,0.325293525,0.315133775,0.195367236
516,20172N2,1.661466385,0.890523752,0.597802104
331,20173N2,2.774690125,1.530863208,1.053154259
332,20180N2,3.505679711,1.67339951,1.165145997
333,20181N2,2.705265035,1.343095286,0.991365531
334,20182N2,1.618789461,1.209722011,1.033513209
335,20190N2,3.909334216,1.780708922,1.475746775
336,20191N2,5.276720646,2.230483953,1.713296397
337,20200N2,2.704618164,1.923875441,1.441667497
338,20201N2,2.119233224,1.447149502,1.107469276
339,20202N2,4.589341478,2.42181342,1.687330281
340,20203N2,2.421918295,1.782056273,1.365453152
341,20210N2,2.514360369,1.649329959,1.217588474
342,20211N2,2.573896367,1.912807001,1.417932096
343,20220N2,2.619890803,1.543938899,1.190235514
517,20230N2,1.777276789,1.356652373,0.983368941
344,20250N2,4.751253596,2.805339241,2.053000757
518,20260N3,0.933533486,0.522093846,0.346923345
519,20261N3,1.116269144,0.783184714,0.590851376
520,20270C2,0.543376283,0.71428023,0.760778664
521,20271C2,0.877633542,0.938672447,0.901486298
522,20272C2,1.008486952,0.750791721,0.716129045
345,20280N2,2.179562124,1.437685731,1.109776819
346,20281N2,3.105946227,1.932630669,1.392791789
347,20282N2,2.045128696,1.387528442,1.138505344
523,20290N2,0.964471121,0.932047757,0.669940115
348,20300N2,2.431037723,1.728479276,1.320542237
349,20310N2,8.174005265,3.747678025,2.677555479
350,20311N2,9.35046282,4.66901359,3.318286293
351,20320N2,3.961298109,2.309610596,1.848144692
352,20321N2,4.106963463,2.529917317,1.869444424
353,20330N2,3.781030417,1.955287953,1.704256064
354,20331N2,2.01928546,1.567044778,1.330217687
355,20341N2,2.522945711,1.849652488,1.379231562
525,20350N2,1.009690073,1.087415129,0.886147465
356,20360N2,3.294186387,2.028372482,1.597125255
357,20361N2,2.471497827,1.660029386,1.306703965
526,20362N2,0.766624111,1.006317712,0.806480467
358,20370N3,6.462573132,3.303651468,2.214155522
359,20390N2,3.122428604,1.659975471,1.316654618
360,20391N2,3.232215602,1.733130046,1.35087908
361,20392N2,3.200700011,1.920759358,1.449933184
527,20400N2,0.680924585,1.117262693,0.810004672
362,20401N2,4.173334509,2.596276115,1.842447652
363,20402N2,3.625257735,2.305502326,1.585726617
364,20403N2,2.543686616,2.055273362,1.500743179
365,20410N2,3.150670186,1.606858456,1.157824969
366,20411N2,2.098388603,1.241940117,0.862749461
528,20421N2,0.734593448,0.748609455,0.624863974
367,20430N3,15.42225684,6.88258647,5.062011807
368,20450N2,2.000390254,1.624512464,1.236389332
369,20470N2,2.104307124,1.544586435,1.1100688
370,20471N2,3.426437013,2.238551388,1.633993028
371,20472N2,4.106119172,2.365038093,1.833026815
372,20473N2,5.721656964,2.791300374,2.23543001
373,20490N2,2.269995939,1.300644815,0.940783754
529,20491N2,1.497140516,0.970781171,0.863410094
374,20510N2,4.060865809,1.776903785,1.292511418
530,20520N3,1.46750903,1.186582275,0.88815231
531,20521N3,1.540547977,1.406701703,1.071786689
375,20530N2,2.920133776,1.903401938,1.359417604
376,20531N2,3.087375076,2.037055014,1.497105471
377,20540N2,0.274292162,0.35712466,0.301980914
378,20541N2,0.113062043,0.20362605,0.185981661
532,20542N2,0.817268349,0.981677563,0.793693788
533,20543N2,1.131883453,0.599868413,0.371012142
534,20544N2,0.662934979,0.750452471,0.532951632
379,20564N3,2.970790068,2.410445229,1.741002283
380,20570N3,1.66543872,1.694599915,1.200345699
381,20571N3,2.102128862,1.764676427,1.242786009
382,20580N3,2.183012859,1.23670058,1.014294055
383,20581N2,2.041953584,1.232327235,1.000674171
384,20590N2,2.530998722,1.368037269,1.014483409
385,20600N2,3.155616781,1.528150749,1.202533123
386,20610N2,2.914749984,2.027840464,1.556906025
387,20611N2,3.963699255,2.018409055,1.591143572
388,20620N2,2.321027857,0.851636059,0.567530386
389,20630N2,2.326466527,1.487814598,1.199464005
390,20631N2,3.385551438,1.6362679,1.228168965
391,20640N2,1.872311091,1.433691169,1.109384767
392,20641N2,2.42940764,1.572887377,1.238039589
535,20650N2,1.435966813,0.740019508,0.660128163
536,20651N3,1.408268644,0.703136925,0.486008366
537,20652N2,1.381557378,0.718022912,0.534032331
538,20653N2,1.140800642,0.588149449,0.489132708
393,20660N2,8.350998415,3.745810196,2.528406577
539,20670N3,1.418452117,0.723383897,0.640626943
540,20671N2,1.129337263,0.979392617,0.816390532
394,20672N2,2.000183897,1.540016417,1.138444308
395,21000N2,2.948103617,1.336775467,1.094637112
396,21001N2,3.280063149,1.45548646,1.141471753
397,21010N2,3.781050627,1.905776467,1.457750365
398,21011N2,3.880222388,1.993801438,1.493552917
399,21012N2,5.322801979,2.46799309,1.849821088
400,21013N2,5.141678646,2.354557309,1.756607428
401,21014N2,5.005453609,2.305180716,1.714783593
402,21020N2,2.157263388,1.691668419,1.144777967
543,21021N2,1.681211826,1.494274108,1.044558607
544,21030N2,1.665626846,0.964485555,0.765699939
545,21031N2,0.827500481,0.986396169,0.77618019
403,21032N2,1.679363999,1.191394543,0.944435806
546,21033N2,0.613254553,1.036975239,0.875343109
547,21034N2,0.782257912,1.136428169,0.930910833
548,21035N2,0.835770802,1.127103278,0.912610716
549,21040N3,0.722923913,0.582493728,0.380964819
550,21041N3,1.468611061,0.879922446,0.611400538
404,21050N2,5.538678762,2.559867574,1.731583836
405,21051N2,5.182518945,2.568272469,1.779394503
406,21052N2,5.200910465,2.418656612,1.661437262
407,21053N2,5.513256207,2.508588952,1.718435309
408,21080N2,3.777860281,1.801430038,1.390917132
409,21081N2,3.064103075,1.421857921,1.175283796
410,21082N2,3.497033158,1.781763734,1.347414062
411,21083N2,2.700661334,1.310004443,1.091859388
551,21091N3,0.157249855,0.417141661,0.335740093
412,21100N2,4.049941941,2.091888376,1.580273312
413,21101N2,3.916476759,1.99952577,1.496136946
414,21102N2,4.185036408,2.104216441,1.602262077
415,21110N3,9.033635866,4.12567688,2.879285288
416,21111N3,2.934539541,1.614287756,1.098738486
417,21120N2,5.266189124,2.482912468,1.839275434
552,21140N2,1.033548277,1.211793378,1.041288828
418,21170N2,4.663605963,2.126034132,1.607560001
419,21181N2,3.602640053,2.207794423,1.631401884
420,21182N2,2.744772393,1.83902811,1.399254643
421,21190N2,3.978646669,2.415018212,1.80338691
422,21200N2,3.148454022,1.73366049,1.333578632
423,21201N2,2.449159323,1.56090845,1.190198781
424,21210N2,2.328292535,1.673274203,1.314839194
425,21220N2,2.645119636,1.408346677,1.156824277
426,21230N2,4.549702966,2.392380278,1.583357663
553,21240C2,0.787288306,0.585486673,0.462180386
554,21241C2,1.75031044,1.270803155,0.984525959
555,21242C2,1.650641879,1.316239323,1.058315027
427,21250N2,2.871965898,1.073397383,0.749144134
428,21251N2,4.241943864,2.008263406,1.392722042
429,21260N2,3.051649959,1.699683436,1.382700394
556,21270N3,0.203123373,0.299450619,0.305475124
557,21271N3,0.8596374,0.922350282,0.742412451
430,21280N3,6.285887279,2.792900482,2.109614984
431,21290N2,2.151092287,1.562479134,1.365435868
432,21291N3,4.188562566,2.597816583,1.868214727
433,21300C3,4.099863641,2.066463091,1.35751769
434,21310N2,3.507235629,2.038363345,1.484798409
435,21311N3,1.749196421,1.370155775,1.21723449
436,21312N2,5.446980339,2.901400295,2.201731641
437,21313N3,4.474363969,2.408603432,1.92400875
438,21314N2,4.757722504,2.565716794,1.901462532
439,21315N3,3.875212679,2.193794382,1.594145337
440,21320N2,2.929149305,1.269748607,1.001016289
558,21330N2,3.689494718,1.919494771,1.537554271
559,21331N2,3.676190801,1.692170376,1.382699551
560,21340N2,4.02357103,2.393112759,1.915058939
561,21360N2,1.505494167,0.907868211,0.608066789
562,21380N2,2.104392319,1.334743605,1.056786188
563,21381N2,2.192269646,1.072172767,0.824625375
