,name,out1,pre1,out2,pre2,out3,pre3
77,['19214N2_one_0.5'],4.483814,4.0997314,1.8240656,1.6135558,1.2892214,1.1174301
78,['20653N2_one_1.0'],1.1408006,1.5335023,0.5881494,0.7055752,0.4891327,0.4220612
79,['20168N2_one_0.5'],2.5770376,2.6776779,1.0275625,1.0557647,0.70601887,0.6675868
80,['19212N2_two_1.0'],2.323224,2.8911724,3.972374,4.2459702,3.688659,3.712719
81,['10010N2_one_1.0'],2.3605092,2.2379994,1.183342,1.3149847,0.8608686,0.9987737
82,['16251N3'],11.685254,16.864174,3.8688436,6.402183,2.6792006,4.4570436
83,['16041N2_one_0.5'],2.749131,2.26366,1.5274074,1.187792,1.0209173,0.87548506
84,['21190N2_two_0.5'],5.0501437,3.9091382,4.7584286,4.039693,4.0025053,3.4032028
85,['21430N2_one_1.0'],0.48263857,0.7559961,0.4729579,0.74603057,0.3128805,0.56372833
86,['17140N2_one_1.0'],2.229466,1.673792,1.3480608,1.4791688,1.121901,1.1155015
87,['21052N2_two_0.5'],5.5833063,4.559766,4.5492935,3.3713765,3.1341114,2.6510384
88,['19411N2_two_1.0'],1.7692171,1.7895814,2.8793201,2.9126909,2.729339,2.7084706
89,['18050N2_two_0.5'],4.544113,3.9374151,3.8623426,3.343803,2.9825976,2.6803665
90,['14100N2_two_0.5'],1.6053115,1.7368963,3.476854,2.7559621,2.99462,2.5080242
91,['17131N2_two_1.0'],1.1272347,1.6214024,2.2692297,2.823812,2.2087808,2.5563383
92,['20540N2_one_1.0'],0.27429217,0.468009,0.35712466,0.4585328,0.3019809,0.3682437
93,['17030N2_two_1.0'],0.8660624,0.009695053,2.6374197,1.9027013,2.894332,2.440554
94,['16381N2_two_0.5'],3.1650937,2.6454093,4.213129,3.7759442,3.7273707,3.3291373
95,['13123N2_one_1.0'],2.4334993,2.6271408,1.3975099,1.4718813,1.1166668,1.112574
96,['17050N2_two_0.5'],4.0036907,4.071435,3.4125237,3.381804,2.6606326,2.6435807
97,['16390N2_one_0.5'],6.170082,6.049958,2.7730312,2.7517855,1.8380016,1.906177
98,['15185N2'],4.610397,4.988785,1.5273497,1.5774442,1.0782006,0.9976188
99,['07012N3_two_1.0'],11.032826,11.1169615,10.184015,9.028038,7.181659,6.8585057
100,['21300C3_one_1.0'],4.0998635,3.4059856,2.066463,1.9610263,1.3575177,1.4860733
101,['22040N2_one_0.5'],4.272693,3.88354,2.0228124,1.9770977,1.3282061,1.4255716
102,['16053N2'],4.688814,5.129217,1.6059492,1.5102026,1.1474787,0.98934484
103,['19182N2_one_0.5'],5.9374332,6.3144026,2.6284227,2.670495,1.8516707,1.8462499
104,['20421N2'],2.0095434,1.4439001,0.6633679,0.4721024,0.44108728,0.19637156
105,['12062N2_two_1.0'],0.84026444,1.151711,2.2217646,2.5491989,2.2427344,2.2615232
106,['12001N2'],2.5218978,2.0436828,0.9604745,0.87759423,0.6271439,0.56123996
107,['20580N3'],4.0328207,3.7411463,1.3601803,1.3361766,0.9423223,0.854656
108,['15000N2'],0.002524822,-0.118736506,0.4932566,0.080491304,0.21312334,-0.13360906
109,['15010N2_two_1.0'],1.5324771,1.4665028,3.271322,3.1268106,2.9274561,2.9356997
110,['18100N2_one_0.5'],5.7352214,5.4603004,2.5137315,2.320944,1.8040929,1.663688
111,['18110N2_one_0.5'],2.3276103,1.8071818,1.5046129,1.1389405,1.060679,0.853423
112,['16273N2_one_1.0'],3.0737655,3.1837716,1.4359481,1.9084243,1.0657892,1.4399678
113,['19060N2_one_0.5'],3.0122168,2.784145,1.4316525,1.333456,1.0463816,0.9636991
114,['20640N2'],4.1918125,3.7786977,1.3755043,1.3694404,0.9294813,0.9319562
115,['19531N2_two_1.0'],6.034196,5.377927,7.286726,7.211425,6.2954206,5.9949827
116,['18091N2'],5.5389647,5.808406,2.7581923,2.4484465,1.7457767,1.715871
117,['19210N2'],5.9328814,5.22016,2.0440085,1.818403,1.4432285,1.2303977
118,['21242C2_one_1.0'],1.6506419,1.8071564,1.3162394,1.1563076,1.058315,0.8621373
119,['20310N2_two_0.5'],8.914594,8.426083,7.936428,7.422436,5.745226,5.7438126
120,['13150N2_one_1.0'],2.132717,1.6843959,1.7514638,1.4677036,1.3780326,1.2509285
121,['16141N2_one_1.0'],3.5095055,2.5066738,1.9405106,1.4728972,1.5711914,1.1305709
122,['19022N3'],9.344134,9.023617,3.102148,3.475137,2.136442,2.2919252
123,['19402N3_one_0.5'],3.981969,5.7908287,2.657412,2.8456166,1.8470786,2.0260675
124,['21315N3_two_0.5'],4.046263,3.7335794,4.499299,3.9956937,3.72839,3.293192
125,['13020N2_two_0.5'],11.771219,11.866445,5.604878,5.8573174,3.7631474,4.0765276
126,['19411N2_two_0.5'],3.5158434,3.3564246,3.1543937,3.113815,2.4808755,2.4754462
127,['15140N2_two_1.0'],1.2327987,1.4665854,3.1436148,3.3609293,3.285683,3.4703207
128,['14080N2_two_0.5'],5.183135,4.3264103,4.455271,4.1609917,3.4092808,3.395576
129,['20490N2_two_0.5'],1.8117291,1.5141833,2.7129228,2.1220355,2.2713273,1.825816
130,['05001N2_one_0.5'],3.7938216,4.2527847,1.6825752,1.7411832,1.1464112,1.1948991
131,['21430N2'],0.72754776,1.0051217,0.4717354,0.6542039,0.26416582,0.44952607
132,['15071N2_one_0.5'],4.6519794,4.3314786,1.9461483,1.9185102,1.4549441,1.3831171
133,['19401N3_one_1.0'],6.174201,5.782749,3.585753,3.6766965,2.4402754,2.7206943
134,['15243N2'],3.4191048,4.1088142,1.5088339,1.5684108,0.9539853,1.0444239
135,['21382N2_one_1.0'],1.4406332,2.1283972,0.9388937,1.1192414,0.7433095,0.80244374
136,['13170N2_two_1.0'],7.7047296,7.550202,5.8009343,5.98929,4.1073213,4.497655
137,['19362N2_one_0.5'],5.6807303,5.4423485,2.3413763,2.1702776,1.7239387,1.5013268
138,['16111N3_one_0.5'],12.950089,12.656912,4.906106,4.7733116,3.5157185,3.2613757
139,['20050N2_two_1.0'],2.7314205,2.6761043,3.5282772,3.196647,2.8466508,2.7169785
140,['20110N3'],21.654108,22.299706,8.963941,9.320001,6.8400965,6.6388826
141,['17190N2_one_0.5'],2.716486,3.0699258,1.532508,1.6988001,1.1487421,1.2804093
142,['17010N2_one_1.0'],2.2252061,1.9760171,1.5806556,1.3847581,1.3100631,1.1129534
143,['15184N2_one_0.5'],4.295173,4.2604847,1.6792823,1.6072891,1.2045927,1.0915351
144,['18112N2_two_0.5'],1.0543805,1.3626404,2.4726882,2.0911968,2.2841341,1.8322756
145,['12022N2'],4.705353,4.6832027,1.5724671,1.585924,1.0803686,1.1292424
146,['17240N3'],5.332085,4.979693,1.8085995,1.4338778,1.2933712,0.90091467
147,['16142N2_two_0.5'],3.3171444,3.058955,4.3682547,4.0584364,3.756453,3.5543537
148,['19180N2_two_1.0'],0.9458284,0.9453243,2.616301,2.7010574,2.8444555,2.98632
149,['13012N2'],5.187953,4.5213513,1.7512139,1.5267144,1.2686735,1.0373353
150,['20040N2_one_1.0'],4.7234178,3.5947552,2.6559594,2.2090487,1.8720171,1.6291062
151,['19420N3_one_0.5'],10.557374,11.0355015,4.1147447,4.409703,2.86806,3.0763834
152,['14030N2_two_0.5'],6.8432846,5.089117,3.6157153,3.1592724,2.6071002,2.374777
153,['21572N3'],16.149988,17.023891,5.8957496,6.059469,4.3210387,4.166561
154,['20331N2_one_0.5'],2.9128263,2.6512094,1.6971023,1.540807,1.2521966,1.1480916
155,['14060N2_two_1.0'],0.8394181,1.0985026,2.5838764,2.9407094,3.1932845,3.061741
156,['16040N2_one_1.0'],1.0482577,1.3861212,0.9313074,0.7292268,0.6288584,0.5366547
157,['21091N3'],0.62999624,1.2733386,0.6267632,0.41757965,0.36616573,0.15907884
158,['19182N2'],7.154277,7.379918,2.5848908,2.3995936,1.8833814,1.5248895
159,['20641N2_two_0.5'],1.0987893,2.1415265,2.9294338,3.4894967,3.0580194,3.135026
160,['13190N2'],1.9039501,2.4177256,0.6348902,0.6923423,0.40059033,0.34830546
161,['21001N2_two_0.5'],3.9818718,3.681305,3.2762363,3.5496128,2.4932656,2.9004166
162,['15240N2'],5.197267,4.5142264,1.6112189,1.5138698,1.1478176,1.0012676
163,['19340N2'],3.7459235,3.6969974,1.2915298,1.1278311,0.8454564,0.7673861
164,['19231N2_one_0.5'],3.7805445,3.7583675,1.918944,1.6694611,1.2617056,1.1758816
165,['21111N3'],3.9330232,3.509234,1.6110779,1.5524664,1.0133626,1.0505456
166,['21220N2'],4.301968,3.4319625,1.5973631,1.186274,1.1077998,0.74349403
167,['19530N2_two_0.5'],3.6417544,2.8880556,4.2759585,3.5165133,3.6382596,3.0035062
168,['16171N2_two_0.5'],1.7476232,1.8809285,2.8045866,2.5388927,2.2715743,2.2472057
169,['20430N3_one_0.5'],17.465172,18.22659,7.3901615,7.4230986,5.520088,5.232711
170,['19401N3_two_0.5'],2.9289591,3.226835,6.5734086,4.806069,5.735106,4.059523
171,['19215C2'],5.12593,5.2982187,1.7395221,1.7918618,1.2194022,1.1892854
172,['19200N2_one_0.5'],3.402346,3.6640224,2.442382,1.9221178,1.6528589,1.4094572
173,['16030N2_one_0.5'],4.506195,4.3373,2.2104177,1.7948912,1.5632215,1.3307705
174,['19510N2_one_1.0'],4.938119,4.6163783,2.6285784,2.3121727,2.0148463,1.7068089
175,['16051N2_one_0.5'],3.771786,3.7678876,1.5702808,1.585234,1.0626132,1.1127511
176,['21110N3'],12.424927,18.564228,4.4482355,7.416697,3.179716,5.250489
177,['17100N2'],4.676796,4.576732,1.5692236,1.2692289,1.1041793,0.8206061
178,['13100N2_two_1.0'],1.5930641,2.135316,4.7793,4.8757644,5.030984,4.7084913
179,['21021N2_one_0.5'],2.4510777,2.0764472,1.6303817,1.2330792,1.0437185,0.87993646
180,['13180N3_one_0.5'],0.42296207,0.09086156,0.68041253,0.46943212,0.5641353,0.44712734
181,['20172N2'],2.7304122,2.4288049,0.98637503,0.93744564,0.63532215,0.60546017
182,['15031N2_two_1.0'],1.0802047,1.9109077,2.9130628,3.6419928,3.0931213,3.5276124
183,['20611N2_one_0.5'],5.0085425,5.024103,2.2186182,1.9872057,1.5842034,1.4073539
184,['19530N2'],6.0641375,5.5087943,2.0607717,1.8781509,1.475317,1.3057379
185,['20530N2_two_1.0'],0.9432782,1.3514813,2.6461124,2.8686137,2.8669493,2.9092708
186,['22041N2_one_0.5'],1.566894,1.6653712,0.81661224,0.6047752,0.554476,0.3256619
187,['19530N2_one_0.5'],4.693993,4.142333,2.1141887,1.9025226,1.5760663,1.3837478
188,['11030N2'],7.2915697,6.4479656,2.8373168,2.260526,1.9464413,1.516958
189,['20260N3_one_1.0'],0.9335335,1.2947664,0.52209383,0.668427,0.34692335,0.44648075
190,['20150N2'],3.7158062,3.6372561,1.3331075,1.2137665,0.9110755,0.7354002
191,['11003N2_one_0.5'],5.1312733,5.071333,2.5056994,2.3107522,1.6058679,1.6484672
192,['14050N3'],8.243489,7.9042406,2.8816981,3.1443264,1.9252737,2.0337799
193,['19460N2_one_1.0'],2.431239,2.6748633,1.36625,1.5768499,1.0625567,1.2364415
194,['19041N2_one_1.0'],3.2848845,2.8811975,1.5242562,1.5622387,1.2263209,1.1544874
195,['20472N2_one_1.0'],4.106119,4.4435406,2.3650382,2.4183192,1.8330268,1.8100975
196,['16380N2_two_0.5'],5.6580415,2.956871,5.1052217,3.75241,4.2425923,3.3478081
197,['16180C2'],3.7953448,4.0391645,1.2575345,1.4670644,0.84795445,0.9711058
198,['13076N2'],2.2875288,2.3253183,0.767007,1.1514102,0.49820969,0.8476386
199,['21390N2'],4.758364,5.002563,1.5581923,1.7802637,1.0866328,1.1916199
200,['2016bN2'],5.8196406,5.5132895,2.0069878,1.7778225,1.4337212,1.2154082
201,['19050N2'],6.276841,6.475671,2.0993574,1.8588045,1.5107582,1.2525795
202,['15061N2_two_0.5'],2.3061438,3.3220263,3.2803135,2.703294,2.5541325,2.1773086
203,['20570N3_one_1.0'],1.6654388,1.9261649,1.6945999,1.7266868,1.2003458,1.4185804
204,['21083N2'],3.8020344,3.6682334,1.3390247,1.3941098,0.91528,0.95206916
205,['20163N2'],4.8709793,4.6291475,1.6800514,1.5933704,1.1774392,1.0722169
206,['15252N2_one_1.0'],2.7205663,2.4847217,1.4770921,1.671221,1.2681943,1.3138689
207,['16311N2_two_1.0'],0.9555339,1.1681833,2.5991228,2.6645012,3.126045,2.504536
208,['19467N2'],5.2058125,4.9281816,2.3379202,1.9778292,1.4527442,1.4038439
209,['13040N3_one_0.5'],1.426568,1.6109838,1.1175632,0.9723407,0.77778566,0.70692754
210,['07010N3_one_1.0'],3.594726,3.8288114,2.962963,2.7214792,2.1156347,2.1006744
211,['19570N2_one_1.0'],2.0462756,1.6489723,1.5353867,1.1479219,1.2426339,0.9236703
212,['14073N2_two_1.0'],3.633998,4.811167,6.111978,5.47107,4.896772,4.6022544
213,['20520N3_one_0.5'],2.0012815,2.0859408,1.1626484,1.2107153,0.8168299,0.85620415
214,['20581N2_one_0.5'],2.8001323,3.0317228,1.3787583,1.4466941,1.0186558,0.99393666
215,['16053N2_two_1.0'],4.8384886,4.7140317,2.5715857,2.412311,1.8564168,1.7833247
216,['22041N2'],2.002301,2.0253148,0.64585525,0.52171135,0.4204171,0.20276618
217,['16010N2'],3.2126324,2.881737,1.2354662,1.1390548,0.81655633,0.79686534
218,['21411N2'],6.268542,5.302788,2.2025065,1.9573653,1.5560025,1.3652068
219,['15211N2'],9.359317,8.986927,3.5412037,3.3945637,2.484699,2.2525496
220,['21020N2_one_0.5'],3.4479108,2.71195,2.0470746,1.5473765,1.3416499,1.1146061
221,['21050N2_two_1.0'],3.0510528,3.2071922,5.0676303,4.6335998,4.214228,3.8148947
222,['19310N2_one_0.5'],3.131815,3.3499734,1.7740426,1.8628522,1.2766916,1.392959
223,['21313N3_one_1.0'],4.474364,3.1588833,2.4086034,2.311419,1.9240087,1.799651
224,['19571N2_two_0.5'],2.1463716,2.5788789,3.2247212,2.5095897,2.5850136,2.0715466
225,['17163N3_two_1.0'],1.6670717,0.9573978,4.5879636,5.260414,5.0536532,4.817166
226,['16290N3'],0.3146278,1.5106025,0.31817052,0.5680368,0.17105249,0.21401072
227,['20401N2_one_1.0'],4.1733346,4.6239176,2.596276,2.5460753,1.8424476,1.8975165
228,['21381N2'],3.3117182,2.7561293,1.1581168,1.1700912,0.77491474,0.7587851
229,['21170N2'],6.332629,6.290256,2.1626332,1.9304941,1.5555073,1.2674263
230,['20164N2_one_1.0'],3.6007895,3.3787575,1.6980443,1.9009075,1.311283,1.463578
231,['07013N3_two_0.5'],16.98444,16.26623,8.359494,9.022609,5.760717,6.588281
232,['08000N3'],5.3753695,4.5887566,2.0588508,2.0148842,1.3227857,1.2576
233,['19490N2'],3.2412395,3.6486764,1.1563313,1.2534608,0.75726753,0.7993897
234,['20166N2'],4.699926,4.7279663,1.5906224,1.2926847,1.131862,0.8243773
235,['19280N2_one_1.0'],2.7549791,3.2022526,1.493115,1.7363781,1.1528208,1.3168555
236,['18091N2_one_1.0'],4.118856,3.2370794,2.6900918,1.8983855,1.7494959,1.3620155
237,['19470N2'],4.704988,5.209901,1.579926,1.741804,1.0969834,1.21823
238,['20052N2_two_0.5'],4.5173297,3.6632605,2.932781,2.6780255,2.1519368,2.0819826
239,['13130N2_two_0.5'],7.019644,5.001075,3.9928572,3.6663485,2.8642309,2.8890502
240,['21083N2_two_1.0'],0.97777337,1.3958937,2.331892,1.2601483,2.4599075,2.2432952
241,['20152N2'],3.4957042,3.6286192,1.2325087,1.0023274,0.83145636,0.58084583
242,['17161N3_one_0.5'],7.59087,8.158274,3.24049,3.725577,2.2174337,2.6274352
243,['16400N2_two_0.5'],3.6360166,3.708307,4.5856876,4.3814507,3.650487,3.5286937
244,['15163N2'],4.4518785,4.6180897,1.4255322,1.6482582,0.982157,1.1644042
245,['19470N2_one_1.0'],2.4376664,2.734421,1.6824447,1.7588999,1.2997315,1.3970473
246,['15021N2'],8.793818,9.765482,3.5047445,3.5095747,2.4377038,2.3025036
247,['16032N2_one_1.0'],4.52406,4.268421,2.2448556,1.9927195,1.6176094,1.3946501
248,['15202N3_one_0.5'],10.649977,9.920574,4.039538,4.1033783,2.8329778,2.8020113
249,['21315N3'],6.2912326,6.037352,2.1768234,2.1309173,1.5594972,1.4707536
250,['20170N2_two_1.0'],0.43120033,0.030052662,1.356925,1.3975353,1.8815236,2.191446
251,['19213C2_one_1.0'],4.1017685,3.843504,2.0301402,1.9564697,1.4767672,1.4360478
252,['19090N2'],5.306182,4.446353,1.7832813,1.1998901,1.2555628,0.8095932
253,['16312N2_one_0.5'],6.7971373,6.7418985,2.9149332,2.7996588,1.9437629,1.9399333
254,['21111N3_two_0.5'],1.9904203,2.5965931,2.6978216,2.035639,1.9500083,1.5147419
255,['19130N2_two_1.0'],0.35806417,1.9689305,1.5158693,3.4142883,1.9840817,3.0653257
256,['12060N2_two_1.0'],0.7736774,1.3212848,2.2135394,2.599837,2.240834,2.2733476
257,['20170N2_one_1.0'],2.9775255,2.766158,1.7735267,1.4030763,1.2333609,1.1376755
258,['19002N3_one_1.0'],12.4732,11.590648,5.6326327,5.267769,4.021759,3.732492
259,['16250N3_one_0.5'],14.883838,14.179568,6.1604657,5.870557,4.4668574,4.1863084
260,['19360N2_one_0.5'],3.8273304,3.3887267,2.067227,2.0016348,1.4978268,1.5061105
261,['21053N2_two_0.5'],5.466137,4.300989,5.085502,3.6524906,3.6589725,2.8836672
262,['21421N2'],3.4761958,3.312255,1.2440408,1.0884051,0.79506695,0.67170954
263,['21251N2'],5.510835,5.277341,1.7839963,1.7976784,1.2361592,1.1628673
264,['20620N2_two_0.5'],1.7591091,2.5861928,2.0664032,1.6168555,1.491856,1.2600325
265,['20190N2_one_1.0'],3.9093342,3.3347728,1.7807089,1.9265742,1.4757468,1.4383893
266,['20169N2_one_1.0'],2.3322861,2.2567267,1.3133708,1.2530912,1.0120128,0.9138614
267,['20473N2_two_1.0'],5.1226435,3.684264,5.2744193,4.252968,4.5317535,3.7521744
268,['20370N3_one_1.0'],6.462573,5.6875944,3.3036516,3.3090267,2.2141554,2.3628862
269,['12023N2_two_1.0'],2.2843373,2.1467204,3.0588927,2.9084094,2.7880092,2.6349888
270,['15040N2_one_0.5'],2.0906475,1.7496803,0.96745384,1.0347362,0.74600005,0.7513492
271,['21426N3_one_1.0'],11.146973,11.311522,4.56116,4.7799587,3.1778214,3.3469155
272,['19500N2_two_0.5'],6.0486274,5.57069,3.7391255,3.534867,2.7464097,2.6837
273,['18133N3_one_0.5'],2.2322648,1.869824,1.7503362,1.4292096,1.2398529,1.1165191
274,['20341N2_one_1.0'],2.5229456,2.4805913,1.8496525,1.6113654,1.3792316,1.2556455
275,['19280N2_two_0.5'],2.7338731,2.775377,2.9326713,2.8616054,2.3597612,2.3771455
276,['13161N2_two_0.5'],6.076551,5.152257,4.5278907,4.4536633,3.0789773,3.4391584
277,['10010N2_one_0.5'],2.7021565,2.7085166,1.168397,1.3447104,0.78159577,0.9744328
278,['13060N2'],3.8105683,7.180223,1.2410177,2.5524194,0.8183497,1.6101854
279,['16310N2_two_0.5'],1.8355311,3.6027095,4.036141,3.8767123,3.178302,3.050848
280,['17130N2'],4.9193773,4.980645,1.6949102,1.6929191,1.192583,1.193547
281,['19040N2'],3.2257352,3.1157105,1.0964959,0.839146,0.74668545,0.51336026
282,['14040N2'],5.937921,5.6618466,2.0369892,1.9032938,1.4559675,1.2858022
283,['19380N2_one_1.0'],2.2046123,2.296315,1.436902,1.5420233,1.1778933,1.141427
284,['20151N2_two_1.0'],1.4007002,1.8064084,2.4399412,2.777071,2.257478,2.4163399
285,['18121N3_one_1.0'],0.15498061,0.07493806,0.2765177,0.64848065,0.27910396,0.6800029
286,['20390N2'],4.7644625,4.652687,1.6492537,1.4887918,1.1518638,0.9854691
287,['19455N2_two_1.0'],6.658852,4.98409,6.2926264,5.6163425,5.296472,4.762787
288,['16273N2'],4.504772,5.153922,1.5948726,1.7259804,1.0936729,1.1074315
289,['21351N2'],11.335268,14.854389,4.3557267,5.76011,3.1443331,3.8818903
290,['11003N2_one_1.0'],4.413658,3.9433284,2.439091,2.0785172,1.6125407,1.4967301
291,['20543N2_one_1.0'],1.1318835,0.8402796,0.5998684,0.5662501,0.37101215,0.36951733
